,level_0,omoid,omonumber,bbl_x,buildingid,boro id,housenumber_x,streetname_x,boro_x,apartment,lifecycle,worktypegeneral,omostatusreason,omoawardamount,omocreatedate,netchangeorders,omoawarddate,isaep,iscommercialdemolition,servicechargeflag,femaeventid,femaevent,omodescription,nta,full_address,Unnamed: 0,bbl_y,bldg#,m,direction,housenumber_y,streetname_y,street_type,zip,index,development,transfer_date,boro_y,units,old_merge,_merge
382,485341,5516028,EP20322,1020090064,3587,1,2407,ADAM C POWELL BOULEVARD,MANHATTAN,3A,Standing Building,GC,OMO Completed,"2,000",2/27/25,0,3/10/25,,,FALSE,,,"at apt#3a location: room east/north(3) aka bedroom repair source of leak and restore broken area. trace, locate and properly repair the sources",Harlem (North),2407 ADAM C POWELL BOULEVARD,1086,1020090064,38,M,,2407,ADAM C POWELL,BOULEVARD,10030,1125,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
383,485726,5551046,EQ09518,5001960001,812472,5,806,HENDERSON AVENUE,STATEN ISLAND,CMN,Standing Building,DELEAD,OMO Completed,43.5,10/10/25,0,10/10/25,,,FALSE,,,perform total lead analysis of 03 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,West New Brighton-Silver Lake-Grymes Hill,806 HENDERSON AVENUE,1260,5001960001,2,M,,806,HENDERSON,AVENUE,10310,1303,WEST BRIGHTON I,6/26/24,STATEN ISLAND,490,both,both
384,485785,5549089,EQ08565,1020120003,3604,1,2465,ADAM C POWELL BOULEVARD,MANHATTAN,,Standing Building,GC,,"2,285",10/1/25,0,10/6/25,,,FALSE,,,"replace 3rd and 4th sty hopper chute at hopper door located at :public hall, (3rd, 4th sty) demo completely remove the defective existing hopper",Harlem (North),2465 ADAM C POWELL BOULEVARD,1062,1020120003,17,M,,2465,ADAM C POWELL,BOULEVARD,10030,1101,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
385,485899,5517494,EP21134,3013730049,376479,3,1521,STERLING PLACE,BROOKLYN,,Standing Building,STOPAG,OMO Completed,"3,000",3/10/25,0,3/13/25,,,FALSE,,,at building center court yard ;;hpd nyc emergency operations division -essential.service work. at building center court - make all ne,Crown Heights (North),1521 STERLING PLACE,1005,3013730049,6,M,,1521,STERLING,PLACE,11213,1044,PARK ROCK REHAB,11/28/23,BROOKLYN,134,both,both
386,486024,5549749,EQ08871,5001960001,812473,5,810,HENDERSON AVENUE,STATEN ISLAND,,Standing Building,GC,Owner Refused Access,360,10/3/25,0,10/7/25,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at bldg entrance door, 1st story repair door to make self close and l",West New Brighton-Silver Lake-Grymes Hill,810 HENDERSON AVENUE,1266,5001960001,5,M,,810,HENDERSON,AVENUE,10310,1303,WEST BRIGHTON I,6/26/24,STATEN ISLAND,490,both,both
387,486132,5550287,EQ09088,3035120051,301925,3,32,GRAFTON STREET,BROOKLYN,,Standing Building,GC,Condition Different than Stated,487,10/7/25,0,10/10/25,,,TRUE,,,nyc hpd emergency operations division  essential service work'' make the door leading to west yard self close and latch. at door leading to w,Brownsville,32 GRAFTON STREET,625,3035120051,1,M,,32,GRAFTON,STREET,11212,664,HOWARD AVENUE,11/28/23,BROOKLYN,150,both,both
388,486208,5549747,EQ08869,4160010002,811244,4,409,BEACH 51 STREET,QUEENS,,Standing Building,GC,,"1,999",10/3/25,0,10/8/25,,,FALSE,,,defective door and frame at 3rd story stairway a replace broken/defective door and jamb with new properly fire rated door and jamb similar to existi,Rockaway Beach-Arverne-Edgemere,409 BEACH 51 STREET,958,4160010002,11,M,,409,BEACH 51,STREET,11691,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,both
389,486431,5517149,EP20911,2049050003,807141,2,1183,226 DRIVE,BRONX,3B,Standing Building,GC,Apt. Vacant,"7,000",3/6/25,0,3/17/25,,,TRUE,,,all mold remediation work to be done following safe work practice per new york state department of labor law article 32 & nyc-dep local law 61 of 2,Eastchester-Edenwald-Baychester,1183 226 DRIVE,452,2049050001,31,M,,1183,226,DRIVE,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
390,486711,5497976,EP13137,3043550001,807569,3,830,ASHFORD STREET,BROOKLYN,,Standing Building,GC,OMO Completed,"1,360",11/21/24,0,12/2/24,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at hopper door located at : at public hall, 8th story repairs to make hopper do",East New York-New Lots,830 ASHFORD STREET,282,3043550001,7,M,,830,ASHFORD,STREET,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
391,487043,5518820,EP21846,3043710001,809926,3,245,WORTMAN AVENUE,BROOKLYN,,Standing Building,GC,OMO Completed,"1,250",3/19/25,0,3/21/25,,,FALSE,,,"nyc hpd emergency operations division  essential service work  at hopper chute, at public hall 14th story. replace hopper chute to adhere to loca",East New York-New Lots,245 WORTMAN AVENUE,897,3043710001,5,M,,245,WORTMAN,AVENUE,11207,917,LINDEN,12/28/21,BROOKLYN,1586,both,both
392,487283,5550889,EQ09406,3013800034,376498,3,1598,STERLING PLACE,BROOKLYN,,Standing Building,GC,,600,10/9/25,0,10/15/25,,,FALSE,,,"nyc hpd emergency operations division  essential service work  at building vestibule door, at public hall 1st story. repair door to adhere to loc",Crown Heights (North),1598 STERLING PLACE,1151,3013800034,6,M,,1598,STERLING,PLACE,11213,1190,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
393,487319,5551189,EQ09616,1020110001,3599,1,2441,ADAM C POWELL BOULEVARD,MANHATTAN,,Standing Building,GC,,"1,680",10/11/25,0,10/15/25,,,FALSE,,,"nyc hpd emergency operations division  essential service work at public hall: at public hall: a)	at vestibule door : install new hing",Harlem (North),2441 ADAM C POWELL BOULEVARD,1083,1020110001,35,M,,2441,ADAM C POWELL,BOULEVARD,10030,1122,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
394,487326,5551355,EQ09676,1020130024,41776,1,113,WEST 144 STREET,MANHATTAN,,Standing Building,GC,Owner Refused Access,"1,075",10/14/25,0,10/15/25,,,FALSE,,,nyc hpd emergency operations division  essential service work at public area : at building entrance door : at public area : at bui,Harlem (North),113 WEST 144 STREET,1066,1020130024,2,M,WEST,113,144,STREET,10030,1105,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
395,487658,5549748,EQ08870,5001960001,812471,5,780,HENDERSON AVENUE,STATEN ISLAND,,Standing Building,GC,OMO Completed,487,10/3/25,0,10/10/25,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at building public hall hopper door, 8th story repairs to make door self c",West New Brighton-Silver Lake-Grymes Hill,780 HENDERSON AVENUE,1261,5001960001,3,M,,780,HENDERSON,AVENUE,10310,1303,WEST BRIGHTON I,6/26/24,STATEN ISLAND,490,both,both
396,487829,5519665,EP22340,1019840001,804005,1,1430,AMSTERDAM AVENUE,MANHATTAN,12H,Standing Building,GC,Landlord Complied,"2,777",3/24/25,0,3/27/25,,,TRUE,,,"at apt: 12h location: room east (3) repair leak(s) and restore broken ceiling. trace, locate, and properly repair the sources of concealed le",Manhattanville-West Harlem,1430 AMSTERDAM AVENUE,914,1019840001,4,M,,1430,AMSTERDAM,AVENUE,10027,946,MANHATTANVILLE,12/12/24,MANHATTAN,1272,both,both
397,487909,5519558,EP22261,1020130014,41781,1,133,WEST 144 STREET,MANHATTAN,,Standing Building,GC,OMO Completed,846,3/24/25,0,3/28/25,,,FALSE,,,bulding entrance make all neccessary repairs to make door self closing and latching replace mortise style lock similar to existing and keep same key,Harlem (North),133 WEST 144 STREET,1094,1020130014,6,M,WEST,133,144,STREET,10030,1133,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
398,488160,5496605,EP12713,3035090059,383517,3,2058,UNION STREET,BROOKLYN,,Standing Building,GC,Condition Different than Stated,"1,475",11/18/24,0,12/13/24,,,TRUE,,,new hopper door at 6th story make all necessary repairs to replace broken/defective door and jamb with new properly fire rated door and jamb similar,Brownsville,2058 UNION STREET,1161,3035090059,3,M,,2058,UNION,STREET,11212,1199,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
399,488222,5519959,EP22501,3014310039,314092,3,324,HOWARD AVENUE,BROOKLYN,1F,Standing Building,GC,Landlord Complied,"2,940",3/26/25,0,3/31/25,,,TRUE,,,all mold remediation work to be done following safe work practice per new york state department of labor law article 32 & nyc-dep local law 61 of 2,Ocean Hill,324 HOWARD AVENUE,991,3014310039,3,M,,324,HOWARD,AVENUE,11233,1030,OCEAN HILL-BROWNSVILLE,11/28/23,BROOKLYN,125,both,both
400,488566,5554590,EQ11136,3046710007,363151,3,1142,LENOX ROAD,BROOKLYN,,Standing Building,GC,,977,10/29/25,0,11/7/25,,,FALSE,,,"defective hinges and latch at building front entrance door, 1st story. nyc hpd emergency operations division  essential service work  instal",East Flatbush-Remsen Village,1142 LENOX ROAD,875,3046710007,1,M,,1142,LENOX,ROAD,11212,914,LENOX ROAD-ROCKAWAY PARKWAY,11/28/23,BROOKLYN,74,both,both
401,489239,5521387,EP23242,3035080046,360190,3,682,RALPH AVENUE,BROOKLYN,1A,Standing Building,GC,No Access,"2,950",4/4/25,0,4/8/25,,,TRUE,,,"at apt : 1a trace, locate and properly repair the sources of concealed water leak(s) at ceiling and walls . ensure that the leak(s) does not re-occ",Brownsville,682 RALPH AVENUE,1026,3035080046,3,M,,682,RALPH,AVENUE,11212,1065,RALPH AVENUE REHAB,11/28/23,BROOKLYN,118,both,both
402,489435,5529705,EP28041,3013800028,376492,3,1578,STERLING PLACE,BROOKLYN,,Standing Building,GC,,774,5/27/25,0,6/9/25,,,FALSE,,,at vestibule entrance door 1st story public hall nyc hpd emergency operations division  essential service work  at vestibule entrance d,Crown Heights (North),1578 STERLING PLACE,1149,3013800028,4,M,,1578,STERLING,PLACE,11213,1188,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
403,489579,5521945,EP23532,3035090059,383517,3,2058,UNION STREET,BROOKLYN,,Standing Building,GC,No Access,630,4/9/25,0,4/10/25,,,TRUE,,,at building entrance at building entrance door make all necessary repairs to make door self closing and latching also install new door closer tota,Brownsville,2058 UNION STREET,1161,3035090059,3,M,,2058,UNION,STREET,11212,1199,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
404,489706,5521190,EP23111,3013810018,376506,3,1640,STERLING PLACE,BROOKLYN,,Standing Building,GC,OMO Completed,490,4/3/25,0,4/11/25,,,FALSE,,,"vestibule door install passage lock set 1st story, public hall nyc hpd emergency operations division  essential service work vestibule door",Crown Heights (North),1640 STERLING PLACE,1145,3013810018,5,M,,1640,STERLING,PLACE,11233,1184,STERLING PLACE REHABS (SAINT JOHNS-STERLING),11/28/23,BROOKLYN,83,both,both
405,491503,5525235,EP25469,3032760001,808480,3,139,HARMAN STREET,BROOKLYN,3D,Standing Building,HEAT,No Access,150,4/28/25,0,5/8/25,,,TRUE,,,"at apt 3d, 3rd story hot water restoration nyc hpd emergency operations division   essential service work  ************ hot water related ****",Bushwick (West),139 HARMAN STREET,290,3032760001,11,M,,139,HARMAN,STREET,11221,297,BUSHWICK II (GROUPS A & C),7/18/19,BROOKLYN,300,both,both
406,491644,5526719,EP26392,1019840001,5571,1,1470,AMSTERDAM AVENUE,MANHATTAN,,Standing Building,GC,OMO Completed,295,5/6/25,0,5/16/25,,,FALSE,,,"install hinges to make door self-closing at the door leading to staircase 2c at public hall stairs, 2nd story total doors= (1) contractor must",Manhattanville-West Harlem,1470 AMSTERDAM AVENUE,915,1019840001,5,M,,1470,AMSTERDAM,AVENUE,10027,946,MANHATTANVILLE,12/12/24,MANHATTAN,1272,both,both
407,491967,5527852,EP27013,3014310039,314092,3,324,HOWARD AVENUE,BROOKLYN,,Standing Building,GC,OMO Completed,789,5/13/25,0,5/15/25,,,FALSE,,,"location : exit door to rear yard,center at public hall ,1st story . -nyc hpd emergency operations division  essential service work- make all",Ocean Hill,324 HOWARD AVENUE,991,3014310039,3,M,,324,HOWARD,AVENUE,11233,1030,OCEAN HILL-BROWNSVILLE,11/28/23,BROOKLYN,125,both,both
408,491998,5528147,EP27193,3013730043,362393,3,208,ROCHESTER AVENUE,BROOKLYN,,Standing Building,GC,OMO Completed,"3,489",5/15/25,0,5/16/25,,,FALSE,,,"public areas door repairs/replacement nyc hpd emergency operations division   essential service work  1st story, at fire exit door, at west",Crown Heights (North),208 ROCHESTER AVENUE,1003,3013730043,4,M,,208,ROCHESTER,AVENUE,11213,1042,PARK ROCK REHAB,11/28/23,BROOKLYN,134,both,both
409,492143,5527753,EP26921,1021150060,42723,1,545,WEST 156 STREET,MANHATTAN,4A,Standing Building,GC,No Access,"1,270",5/13/25,0,5/20/25,,,TRUE,,,"nyc hpd emergency operations division  essential service work  at 3rd room from north located at apt 4a, 4th story, 2nd apartment from east at",Washington Heights (South),545 WEST 156 STREET,1237,1021150060,1,M,WEST,545,156,STREET,10032,1282,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),11/30/20,MANHATTAN,14,both,both
410,492261,5528258,EP27233,3035500016,380704,3,175,TAPSCOTT STREET,BROOKLYN,,Standing Building,GC,Owner Refused Access,"2,000",5/15/25,0,5/21/25,,,TRUE,,,"at public hallway 2nd & 4th story .. restore broken plaster. repair defective, missing / broken plaster at east wall at public hallway 2nd & 4t",East Flatbush-Remsen Village,175 TAPSCOTT STREET,1170,3035500016,4,M,,175,TAPSCOTT,STREET,11212,1209,TAPSCOTT STREET REHAB,11/28/23,BROOKLYN,155,both,both
411,492368,5528659,EP27437,5001960001,812470,5,778,HENDERSON AVENUE,STATEN ISLAND,,Standing Building,GC,OMO Completed,864,5/19/25,0,5/22/25,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at building entrance door, 1st story repairs to make door self close and lat",West New Brighton-Silver Lake-Grymes Hill,778 HENDERSON AVENUE,1259,5001960001,17,,,778,HENDERSON,AVENUE,10310,1303,WEST BRIGHTON I,6/26/24,STATEN ISLAND,490,both,both
412,492369,5528659,EP27437,5001960001,812470,5,778,HENDERSON AVENUE,STATEN ISLAND,,Standing Building,GC,OMO Completed,864,5/19/25,0,5/22/25,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at building entrance door, 1st story repairs to make door self close and lat",West New Brighton-Silver Lake-Grymes Hill,778 HENDERSON AVENUE,1263,5001960001,4,M,,778,HENDERSON,AVENUE,10310,1303,WEST BRIGHTON I,6/26/24,STATEN ISLAND,490,both,both
413,492446,5528588,EP27407,1019840001,5571,1,1470,AMSTERDAM AVENUE,MANHATTAN,,Standing Building,GC,,700,5/19/25,0,5/23/25,,,FALSE,,,replace the broken missing glass pane at door at south at 3rd story nyc hpd emergency operations division   essential service work  properly r,Manhattanville-West Harlem,1470 AMSTERDAM AVENUE,915,1019840001,5,M,,1470,AMSTERDAM,AVENUE,10027,946,MANHATTANVILLE,12/12/24,MANHATTAN,1272,both,both
414,492494,5529230,EP27797,3035100001,809717,3,2069,UNION STREET,BROOKLYN,,Standing Building,GC,Landlord Complied,200,5/22/25,0,5/24/25,,,TRUE,,,building entrance nyc hpd emergency operations division - ''essentials service work'' install hinges to make door self-closing at (building ent,Brownsville,2069 UNION STREET,1156,3035100001,1,M,,2069,UNION,STREET,11212,1195,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
415,492594,5528811,EP27523,3043930001,808025,3,245,COZINE AVENUE,BROOKLYN,2F,Standing Building,DELEAD,OMO Completed,87,5/20/25,0,5/21/25,,,FALSE,,,perform total lead analysis of 06 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,East New York-New Lots,245 COZINE AVENUE,882,3043930001,13,M,,245,COZINE,AVENUE,11207,918,LINDEN,12/28/21,BROOKLYN,1586,both,both
416,492661,5528826,EP27526,2049050001,806710,2,1180,GRENADA PLACE,BRONX,,Standing Building,GC,OMO Completed,640,5/20/25,0,5/29/25,,,FALSE,,,"at building entrance door (from street to vestibule) at public hall, 1st story, section ''1186'' nyc hpd emergency operations division   essential",Eastchester-Edenwald-Baychester,1180 GRENADA PLACE,408,2049050001,1,M,,1180,GRENADA,PLACE,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
417,492963,5522118,EP23598,3043930001,808025,3,245,COZINE AVENUE,BROOKLYN,2F,Standing Building,DELEAD,OMO Completed,"2,820",4/9/25,0,4/21/25,,,FALSE,,,as per hpds lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,East New York-New Lots,245 COZINE AVENUE,882,3043930001,13,M,,245,COZINE,AVENUE,11207,918,LINDEN,12/28/21,BROOKLYN,1586,both,both
418,493022,5529967,EP28180,3035080050,360193,3,692,RALPH AVENUE,BROOKLYN,,Standing Building,GC,Landlord Complied,990,5/29/25,0,6/3/25,,,TRUE,,,"nyc hpd emergency operations division  essential service work  at building entrance and vestibule, at public hall 1st story. repair doors to adhe",Brownsville,692 RALPH AVENUE,1027,3035080050,4,M,,692,RALPH,AVENUE,11212,1066,RALPH AVENUE REHAB,11/28/23,BROOKLYN,118,both,both
419,493136,5529035,EP27679,2035980017,806787,2,1810,LAFAYETTE AVENUE,BRONX,5J,Standing Building,GC,Apt. Vacant,"2,500",5/21/25,0,6/4/25,,,TRUE,,,at apt: 5j all mold remediation work to be done following safe work practice per new york state department of labor law article 32 & nyc-dep loc,Soundview-Clason Point,1810 LAFAYETTE AVENUE,1043,2035980017,7,M,,1810,LAFAYETTE,AVENUE,10473,1081,SACK WERN,6/26/24,BRONX,413,both,both
420,493178,5530529,EP28513,1020110001,3599,1,2441,ADAM C POWELL BOULEVARD,MANHATTAN,,Standing Building,GC,OMO Completed,"1,160",6/2/25,0,6/4/25,,,FALSE,,,"replace defective hopper door at 4th story public hall ***nyc hpd emergency operations division  ''essential service work''*** at hopper door, 4th",Harlem (North),2441 ADAM C POWELL BOULEVARD,1083,1020110001,35,M,,2441,ADAM C POWELL,BOULEVARD,10030,1122,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
421,493359,5530915,EP28675,3046710007,363151,3,1142,LENOX ROAD,BROOKLYN,,Standing Building,GC,No Access,"1,625",6/4/25,0,6/6/25,,,TRUE,,,"public door repair (2) nyc hpd emergency operations division - ''essentials service work'' *at vestibule door, public hall: make all n",East Flatbush-Remsen Village,1142 LENOX ROAD,875,3046710007,1,M,,1142,LENOX,ROAD,11212,914,LENOX ROAD-ROCKAWAY PARKWAY,11/28/23,BROOKLYN,74,both,both
422,493381,5529876,EP28137,3035320030,380678,3,104,TAPSCOTT STREET,BROOKLYN,,Standing Building,GC,Landlord Complied,"2,680",5/28/25,0,6/7/25,,,TRUE,,,"repair stairs, bldg entrance door and yard door 1st stopry hpd nyc emergency operations division -essential service work. ---building entrance",Brownsville,104 TAPSCOTT STREET,1,3035320030,1,M,,104,TAPSCOTT,STREET,11212,4,104-114 TAPSCOTT STREET,11/28/23,BROOKLYN,30,both,both
423,493671,5530995,EP28738,3046710007,363151,3,1142,LENOX ROAD,BROOKLYN,,Standing Building,GC,Condition Different than Stated,"1,000",6/5/25,0,6/12/25,,,TRUE,,,"entrance door nyc hpd emergency operations division - ''essentials service work'' *at building entrance door, 1st story: make all n",East Flatbush-Remsen Village,1142 LENOX ROAD,875,3046710007,1,M,,1142,LENOX,ROAD,11212,914,LENOX ROAD-ROCKAWAY PARKWAY,11/28/23,BROOKLYN,74,both,both
424,493673,5531326,EP28901,2022690100,806340,2,400,BROOK AVENUE,BRONX,,Standing Building,GC,OMO Completed,"1,990",6/6/25,0,6/12/25,,,FALSE,,,"public area at fire door leading to east section, 1st story public hall at hopper door, compactor closet, 20th story public hall nyc hpd emergency",Mott Haven-Port Morris,400 BROOK AVENUE,155,2022690100,1,M,,400,BROOK,AVENUE,10454,163,BETANCES I,11/16/18,BRONX,309,both,both
425,493984,5531846,EP29155,1020120014,41707,1,145,WEST 143 STREET,MANHATTAN,4B,Standing Building,GC,No Access,295,6/11/25,0,6/17/25,,,TRUE,,,"install hinges to make door self-closing at the entrance door of apt 4b , at 4th story total doors= 1) contractor must contact hpd with start dat",Harlem (North),145 WEST 143 STREET,1069,1020120014,22,M,WEST,145,143,STREET,10030,1108,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
