,development_name,borough,total_units,transferred_date,address,street_number,street_name,full_address,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled,no_days_open
6463,HARLEM RIVER,MANHATTAN,577,2/17/22,2621 A C POWELL BOULEVARD,2621.0,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,15665431,3652,144956.0,1,2621,2621,2637,ADAM C POWELL BOULEVARD,A,2023-01-16,2023-01-17,05/07/2023,04/23/2023,,,,484.0,8255833.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY",2023-01-18,19.0,VIOLATION CLOSED,2025-07-23,Original,Close,N,2023,2023.0,2025-10-06,917.0
6464,HARLEM RIVER,MANHATTAN,577,2/17/22,2621 A C POWELL BOULEVARD,2621.0,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,15702673,3652,144956.0,1,2621,2621,2637,ADAM C POWELL BOULEVARD,C,2023-02-05,2023-02-05,02/19/2023,02/12/2023,,,,672.0,8278128.0,"§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCKED DOOR AT CELLAR, SECTION ''191w151st''",2023-02-06,19.0,VIOLATION CLOSED,2024-09-29,Original,Close,N,2023,2023.0,2025-10-06,601.0
6465,HARLEM RIVER,MANHATTAN,577,2/17/22,2621 A C POWELL BOULEVARD,2621.0,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,15702675,3652,144956.0,1,2621,2621,2637,ADAM C POWELL BOULEVARD,B,2023-02-05,2023-02-05,03/27/2023,03/13/2023,,,,502.0,8278126.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT CEILING AT PUBLIC HALL, 4th STORY, SECTION ''173w151st''",2023-02-06,19.0,VIOLATION CLOSED,2025-07-23,Original,Close,N,2023,2023.0,2025-10-06,898.0
6467,HARLEM RIVER,MANHATTAN,577,2/17/22,2621 A C POWELL BOULEVARD,2621.0,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,15707940,3652,144956.0,1,2621,2621,2637,ADAM C POWELL BOULEVARD,C,2023-02-07,2023-02-07,02/21/2023,02/14/2023,,,,501.0,8282548.0,§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MORTISE LOCK AT BUILDING ENTRANCE DOOR,2023-02-08,9.0,VIOLATION DISMISSED,2025-07-23,Original,Close,N,2023,2023.0,2025-10-06,896.0
6468,HARLEM RIVER,MANHATTAN,577,2/17/22,2621 A C POWELL BOULEVARD,2621.0,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,15940916,3652,144956.0,1,2621,2621,2637,ADAM C POWELL BOULEVARD,C,2023-04-26,2023-04-26,05/10/2023,05/03/2023,,,05/10/2023,501.0,8464202.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE HEAVY DUTY LOCK AT FRONT ENTRANCE DOOR TO BUILDING (190 WEST 152ND STREET) AT PUBLIC HALL, 1st STORY",2023-04-27,9.0,VIOLATION DISMISSED,2025-07-23,Original,Close,N,2023,2023.0,2025-10-06,818.0
6479,HARLEM RIVER,MANHATTAN,577,2/17/22,2621 A C POWELL BOULEVARD,2621.0,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,16120887,3652,144956.0,1,2621,2621,2637,ADAM C POWELL BOULEVARD,C,2023-07-21,2023-07-21,08/22/2023,08/17/2023,,,,617.0,8569236.0,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st CLOSET FROM WEST AT NORTH WALL DOOR FRAME, 1st DOOR FRAME FROM WEST AT NORTH WALL, 1st RISER FROM NORTH AT EAST WALL, SOUTH WALL IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2023-07-24,20.0,DEFECT LETTER ISSUED,2025-07-23,Original,Open,N,2023,2023.0,2025-10-06,805.0
6491,HARLEM RIVER,MANHATTAN,577,2/17/22,2621 A C POWELL BOULEVARD,2621.0,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,15580154,3652,144956.0,1,2621,2621,2637,ADAM C POWELL BOULEVARD,C,2022-11-26,2022-11-27,12/29/2022,12/24/2022,,,,568.0,8199164.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2022-11-28,19.0,VIOLATION CLOSED,2025-08-07,Original,Close,N,2022,2022.0,2025-10-06,983.0
6492,HARLEM RIVER,MANHATTAN,577,2/17/22,2621 A C POWELL BOULEVARD,2621.0,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,15990482,3652,144956.0,1,2621,2621,2637,ADAM C POWELL BOULEVARD,C,2023-05-19,2023-05-19,06/22/2023,06/17/2023,,,,569.0,8493783.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-05-22,19.0,VIOLATION CLOSED,2025-08-07,Original,Close,N,2023,2023.0,2025-10-06,808.0
6497,HARLEM RIVER,MANHATTAN,577,2/17/22,2621 A C POWELL BOULEVARD,2621.0,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,15121158,3652,144956.0,1,2621,2621,2637,ADAM C POWELL BOULEVARD,A,2022-04-26,2022-04-26,08/14/2022,07/31/2022,,,,491.0,7888766.0,"§ 300 M/D LAW FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION CONSISTING OF SUSPENDED DROP CEILING. IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2022-04-27,19.0,VIOLATION CLOSED,2025-07-23,Original,Close,N,2022,2022.0,2025-10-06,1183.0
6501,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15443071,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,C,2022-10-26,2022-10-26,11/27/2022,11/22/2022,,,,568.0,8086480.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 11A, 11th STORY, 3rd APARTMENT FROM NORTH AT EAST",2022-10-27,20.0,DEFECT LETTER ISSUED,2025-07-23,Original,Open,N,2022,2022.0,2025-10-06,1075.0
6502,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15975245,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,B,2023-05-12,2023-05-15,07/04/2023,06/20/2023,,,,501.0,8487439.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE INTERCOM SYSTEM FROM VESTIBULE TO APARTMENT LOCATED AT APT 7F, 7th STORY, 4th APARTMENT FROM WEST AT NORTH",2023-05-16,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-07-30,Original,Open,N,2023,2023.0,2025-10-06,874.0
6507,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15130430,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,B,2022-04-29,2022-04-29,06/20/2022,06/06/2022,,,,596.0,7892554.0,"§ 27-2026 ADM CODE REPLACE THE BROKEN OR DEFECTIVE WASH/BASIN IN THE 2nd BATHROOM LOCATED AT APT 1G, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2022-05-02,19.0,VIOLATION CLOSED,2025-07-23,Original,Close,Y,2022,2022.0,2025-10-06,1178.0
6508,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15376929,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,A,2022-09-20,2022-09-20,01/08/2023,12/25/2022,,,,500.0,8044451.0,"§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",2022-09-21,19.0,VIOLATION CLOSED,2025-07-23,Original,Close,N,2022,2022.0,2025-10-06,1036.0
6523,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15443073,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,A,2022-10-26,2022-10-26,02/13/2023,01/30/2023,,,,529.0,8086477.0,"§ 27-2005 ADM CODE REFIT DOOR AT BUILDING FRONT ENTRANCE , 1st STORY",2022-10-27,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2022,2022.0,2025-10-06,886.0
6524,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15679363,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,B,2023-01-24,2023-01-25,03/16/2023,03/02/2023,,,,508.0,8265203.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 1st ROOM FROM NORTH LOCATED AT APT 13F, 13th STORY, 3rd APARTMENT FROM SOUTH AT WEST",2023-01-26,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2023,2023.0,2025-10-06,795.0
6526,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15443072,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,C,2022-10-26,2022-10-26,11/15/2022,11/10/2022,,,,530.0,8086481.0,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT BUILDING FRONT ENTRANCE , 1st STORY",2022-10-27,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2022,2022.0,2025-10-06,886.0
6531,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15230976,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,C,2022-06-29,2022-06-29,07/31/2022,07/26/2022,,,,568.0,7956750.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 4G, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2022-06-30,19.0,VIOLATION CLOSED,2025-04-25,Original,Close,N,2022,2022.0,2025-10-06,1030.0
6532,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15230978,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,A,2022-06-29,2022-06-29,10/17/2022,10/03/2022,,,,502.0,7956748.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CAULK AT SINK IN THE KITCHEN LOCATED AT APT 4G, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2022-06-30,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2022,2022.0,2025-10-06,1005.0
6533,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15230981,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,B,2022-06-29,2022-06-29,08/18/2022,08/04/2022,,,,508.0,7956749.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING IN THE PRIVATE HALLWAY LOCATED AT APT 4G, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2022-06-30,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2022,2022.0,2025-10-06,1005.0
6534,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15443070,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,A,2022-10-26,2022-10-26,02/13/2023,01/30/2023,,,,529.0,8086478.0,"§ 27-2005 ADM CODE REFIT DOOR IN THE ENTRANCE LOCATED AT APT 11A, 11th STORY, 3rd APARTMENT FROM NORTH AT EAST",2022-10-27,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2022,2022.0,2025-10-06,886.0
6543,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,16338312,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,A,2023-10-26,2023-10-26,02/13/2024,01/30/2024,,,,508.0,8703403.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND ALL WALLS IN THE 3rd ROOM FROM NORTH LOCATED AT APT 9H, 9th STORY, 2nd APARTMENT FROM NORTH AT EAST",2023-10-27,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2023,2023.0,2025-10-06,521.0
6563,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15443068,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,C,2022-10-26,2022-10-26,11/09/2022,11/02/2022,,,,672.0,8086479.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BASEMENT,2022-10-27,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2022,2022.0,2025-10-06,886.0
6564,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15117009,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,C,2022-04-15,2022-04-18,05/02/2022,04/25/2022,,,,742.0,7880394.0,"§ 27-2070 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES AT RANGE IN THE KITCHEN LOCATED AT APT 15F, 15th STORY, 4th APARTMENT FROM SOUTH AT WEST",2022-04-19,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,Y,2022,2022.0,2025-10-06,1077.0
6565,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15376923,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,B,2022-09-20,2022-09-21,11/10/2022,10/27/2022,,,,742.0,8045918.0,"§ 27-2070 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES TO STOVE IN THE ENTIRE APARTMENT LOCATED AT APT 7F, 7th STORY, 4th APARTMENT FROM WEST AT NORTH",2022-09-22,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-07-30,Original,Open,Y,2022,2022.0,2025-10-06,1110.0
6566,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15376926,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,B,2022-09-20,2022-09-20,11/09/2022,10/26/2022,,,,583.0,8044452.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK SOUTH AND EAST WALL IN THE BATHROOM LOCATED AT APT 7F, 7th STORY, 4th APARTMENT FROM WEST AT NORTH",2022-09-21,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-07-30,Original,Open,N,2022,2022.0,2025-10-06,1111.0
6567,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15412518,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,C,2022-10-09,2022-10-09,11/11/2022,11/06/2022,,,,568.0,8065431.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 11A, 11th STORY, 3rd APARTMENT FROM NORTH AT EAST",2022-10-11,20.0,DEFECT LETTER ISSUED,2025-07-23,Original,Open,N,2022,2022.0,2025-10-06,1091.0
6574,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,16338313,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,A,2023-10-26,2023-10-26,02/13/2024,01/30/2024,,,,508.0,8703403.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH WALL IN THE PRIVATE HALLWAY LOCATED AT APT 9H, 9th STORY, 2nd APARTMENT FROM NORTH AT EAST",2023-10-27,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2023,2023.0,2025-10-06,521.0
6575,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,16338314,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,A,2023-10-26,2023-10-26,02/13/2024,01/30/2024,,,,508.0,8703403.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 1st ROOM FROM NORTH LOCATED AT APT 9H, 9th STORY, 2nd APARTMENT FROM NORTH AT EAST",2023-10-27,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2023,2023.0,2025-10-06,521.0
6576,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,16338315,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,C,2023-10-26,2023-10-26,11/15/2023,11/10/2023,,,11/15/2023,530.0,8703408.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES IN THE ENTRANCE LOCATED AT APT 9H, 9th STORY, 2nd APARTMENT FROM NORTH AT EAST",2023-10-27,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2023,2023.0,2025-10-06,521.0
6579,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15230979,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,A,2022-06-29,2022-06-29,10/17/2022,10/03/2022,,,,509.0,7956748.0,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE RUBBER BASE MOLDING AT SOUTH WALL IN THE KITCHEN LOCATED AT APT 4G, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2022-06-30,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2022,2022.0,2025-10-06,1005.0
6580,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15376924,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,A,2022-09-20,2022-09-21,01/09/2023,12/26/2022,,,,501.0,8045917.0,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE BELL BUZZER INTRECOM SYSTEM FROM THE BUILDING ENTRANCE DOOR TO APARTMENT LOCATED AT APT 7F, 7th STORY, 4th APARTMENT FROM WEST AT NORTH",2022-09-22,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-07-30,Original,Open,N,2022,2022.0,2025-10-06,1110.0
6581,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15376927,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,B,2022-09-20,2022-09-20,11/09/2022,10/26/2022,,,,508.0,8044452.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOUTH AND EAST WALL IN THE BATHROOM LOCATED AT APT 7F, 7th STORY, 4th APARTMENT FROM WEST AT NORTH",2022-09-21,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-07-30,Original,Open,N,2022,2022.0,2025-10-06,1111.0
6582,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15376928,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,A,2022-09-20,2022-09-20,01/08/2023,12/25/2022,,,,722.0,8044451.0,"§ 27-2053 ADM CODE POST SIGN ON WALL OF ENTRANCE STORY BEARING NAME, ADDRESS INCLUDING APARTMENT NUMBER IF ANY, AND TELEPHONE NUMBER OF SUPERINTENDENT, JANITOR OR HOUSEKEEPER. AT PUBLIC HALL, 1st STORY",2022-09-21,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2022,2022.0,2025-10-06,922.0
6583,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15376930,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,A,2022-09-20,2022-09-20,01/08/2023,12/25/2022,,,,484.0,8044451.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY",2022-09-21,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2022,2022.0,2025-10-06,922.0
6586,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15376922,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,A,2022-09-20,2022-09-21,01/09/2023,12/26/2022,,,,553.0,8045916.0,§ 27-2011 ADM CODE CLEANSE TO THE SATISFACTION OF THIS DEPARTMENT THE ELEVATOR,2022-09-22,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2022,2022.0,2025-10-06,921.0
6591,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,16338317,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,B,2023-10-26,2023-10-26,12/15/2023,12/01/2023,,,,529.0,8703404.0,"§ 27-2005 HMC: REFIT THE FIREDOOR ''B'' AT FIRE STAIRS, 7th STORY",2023-10-27,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2023,2023.0,2025-10-06,521.0
6592,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,2850.0,FREDERICK DOUGLASS BOULEVARD,2850 FREDERICK DOUGLASS BOULEVARD,15230977,4186,144954.0,1,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,A,2022-06-29,2022-06-29,10/17/2022,10/03/2022,,,,508.0,7956748.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND ALL WALLS IN THE KITCHEN LOCATED AT APT 4G, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2022-06-30,19.0,VIOLATION CLOSED,2025-03-31,Original,Close,N,2022,2022.0,2025-10-06,1005.0
